,File,Task,Category,Class,Text,Datatype
79,g4pB_taske.txt,e,3,1,in mathematics and computer science dynamic programming is a method of solving problems that exhibit the properties of overlapping subproblems and optimal substructure  the word programming in dynamic programming has no particular connection to computer programming at all and instead comes from the term mathematical programming  a synonym for optimization programming in this sense means finding an acceptable plan of action an algorithm  optimal substructure means that optimal solutions of subproblems can be used to find the optimal solutions of the overall problem in general we can solve a problem with optimal substructure using a three step process 1 break the problem into smaller subproblems 2 solve these problems optimally using this three step process recursively 3 use these optimal solutions to construct an optimal solution for the original problem  the subproblems are themselves solved by dividing them into sub subproblems and so on until we reach some simple case that is solvable in constant time  to say that a problem has overlapping subproblems is to say that the same subproblems are used to solve many different larger problems for example in the fibonacci sequence f3  f1  f2 and f4  f2  f3 computing each number involves computing f2 because both f3 and f4 are needed to compute f5 a naive approach to computing f5 may end up computing f2 twice or more this applies whenever overlapping subproblems are present a naive approach may waste time recomputing optimal solutions to subproblems it has already solved  in order to avoid this we instead save the solutions to problems we have already solved then if we need to solve the same problem later we can retrieve and reuse our already computed solution if we are sure we won t need a particular solution anymore we can throw it away to save space in some cases we can even compute the solutions to subproblems we know that we ll need in advance  dynamic programming makes use of  overlapping subproblems optimal substructure memoization dynamic programming usually takes one of two approaches  top down approach bottom up approach  ,train
80,g4pC_taska.txt,a,3,1,in object oriented programming inheritance is a way to form new classes instances of which are called objects using classes that have already been defined the inheritance concept was invented in 1967 for simula inheritance provides the support for representation by categorization in computer languages categorization is a powerful mechanism number of information processing crucial to human learning by means of generalization and cognitive economy less information needs to be stored about each specific entity only its particularities  the new classes known as derived classes take over or inherit attributes and behavior of the pre existing classes which are referred to as base classes or ancestor classes  it is intended to help reuse existing code with little or no modification inheritance is also sometimes called generalization because the is a relationships represent a hierarchy between classes of objects for instance a fruit is a generalization of apple  orange  mango and many others one can consider fruit to be an abstraction of apple orange etc conversely since apples are fruit i e  an apple is a fruit  apples may naturally inherit all the properties common to all fruit such as being a fleshy container for the seed of a plant an advantage of inheritance is that modules with sufficiently similar interfaces can share a lot of code reducing the complexity of the program inheritance therefore has another view a dual called polymorphism which describes many pieces of code being controlled by shared control code inheritance is typically accomplished either by overriding replacing one or more methods exposed by ancestor or by adding new methods to those exposed by an ancestor complex inheritance or inheritance used within a design that is not sufficiently mature may lead to the yo yo problem ,test
81,g4pC_taskb.txt,b,0,0,since the develop of the web 2 0 google as one of the most popular search engine in the world  there are many algorithms in the web search accordingly implementations of link analysis algorithms will typical discount such internal links the word computer can be exploited by web search engines such as google thus the web is just like a graph and the pagerank which is our first technique for analysing the link which is assigns to every node in the web graph a numerical score between 0 and 1 since the pagerank is the most important algorithms which is used in the google engine for example there are four pages group a b c and d if every page link to a then a s pagerank value shoule be the total value of b c and d  pr a  pr b  pr c  pr d moreover there is a q  0 15 which is be use in the web page like the general algorithm below  however the disadvantage is of pagerank algorithm is that the renew system is too slow ,test
82,g4pC_taskc.txt,c,0,0,the vector space model are the documents which are represented as bags of words the basic idea is to represent each document as a vector of certain weighted word frequencies in order to do so the following parsing and extraction steps are needed  1 ignoring case extract all unique words from the entire set of documents  2 eliminate non content bearing  stopwords  such as  a and the  etc for sample lists of stopwords 3 for each document count the number of occurrences of each word  4 using heuristic or information theoretic criteria eliminate non content bearing  high frequency  and  low frequency  words  5 after the above elimination suppose unique words remain assign a unique identifier between and to each remaining word and a unique identifier between and to each document  ,train
83,g4pC_taskd.txt,d,1,1,in probability theory bayes theorem relates the conditional and marginal probabilities of two random events it is usually be used to compute posterior probabilities given observations for instance a patient may be observed to have certain symptoms bayes theorem can be used to compute the probability that a proposed diagnosis is correct given that observation  as a formal theorem bayes theorem is valid in all common interpretations of probability however it plays a central role in the debate around the foundations of statistics frequentist and bayesian interpretations disagree about the ways in which probabilities should be assigned in applications the articles on bayesian probability and frequentist probability discuss these debates in greater detail frequentists assign probabilities to random events according to their frequencies of occurrence or to subsets of populations as proportions of the whole at the same time  bayesians describe probabilities in terms of beliefs and degrees of uncertainty  bayes theorem relates the conditional and marginal probabilities of events a and b where b has a non vanishing probability each term in bayes theorem has a conventional name  p a is the prior probability or marginal probability of a it is prior in the sense that it does not take into account any information about b p a b is the conditional probability of a given b it is also called the posterior probability because it is derived from or depends upon the specified value of b p b a is the conditional probability of b given a p b is the prior or marginal probability of b and acts as a normalizing constant  intuitively bayes theorem in this form describes the way in which one s beliefs about observing a are updated by having observed b  ,test
84,g4pC_taske.txt,e,2,1,in mathematics and computer science dynamic programming is a methodology of the solution of the problems that exhibit the properties of overlapping subproblems and optimal substructure described below  the methodology takes much less time rather than naive methods the term was originally used during the 1940s by richard bellman to describe the process of solving problems where one needs to find the best decisions one after another by 1953 he had refined this to the modern meaning the field was founded as a systems analysis and engineering topic that is recognized by the ieee bellman s contribution is remembered in the name of the bellman equation a central result of dynamic programmer which restates an optimization problem in recursive form the word programming in dynamic programming has no particular connection to computer programming in general  and instead of this it comes from the term mathematical programming  a synonym for optimization therefore the program is the optimal plan for action that is produced for example a finalized schedule of events at an exhibition is sometimes called a program  optimal substructure means that optimal solutions of subproblems can be used to find the optimal solutions of the overall problem for instance the shortest path to a goal from a vertex in a graph can be found by first computing the shortest path to the goal from all adjacent vertices after this it is using this to pick the best overall path in a word we can solve a problem with optimal substructure using a three step process ,test
85,g4pD_taska.txt,a,2,1,the idea of inheritance in oop refers to the formation of new classes with the already existing classes the concept of inheritance was basically formulated for simula in 1967 as a result the newly created inherited or derived classes inherit the properties and behavior of the classes from which they are derived these original classes are either called base classes or sometimes referred to as ancestor classes the idea of inheritance is to reuse the existing code with little or no modification at all the basic support provided by inheritance is that it represents by categorization in computer languages the power mechanism number of information processing that is crucial to human learning by the means of generalization and cognitive economy is called categorization where generalization if the knowledge of specific entities and is applied to a wider group provided that belongs relation can be created on the other hand cognitive economy is where less information needs to be stored about each specific entity except for some particularities there are examples where we can have modules with similar interfaces the advantage that inheritance provides is that it makes such modules share a lot of code which consequently reduces the complexity of the program ,train
86,g4pD_taskb.txt,b,3,1,pagerank is a probability distribution used to represent the likelihood that a person randomly clicking on links will arrive at any particular page  it is assumed in several research papers that the distribution is evenly divided between all documents in the collection at the beginning of the computational process pagerank can be calculated for collections of documents of any size the pagerank computations require several passes called iterations  through the collection to adjust approximate pagerank values to more closely reflect the theoretical true value a probability is expressed as a numeric value between 0 and 1 a 0 5 probability is commonly expressed as a 50 chance of something happening hence a pagerank of 0 5 means there is a 50 chance that a person clicking on a random link will be directed to the document with the 0 5 pagerank simplified algorithm how pagerank works assume a small universe of four web pages a b c and d the initial approximation of pagerank would be evenly divided between these four documents hence each document would begin with an estimated pagerank of 0 25 in the original form of pagerank initial values were simply 1 this meant that the sum of all pages was the total number of pages on the web later versions of pagerank see the below formulas would assume a probability distribution between 0 and 1 here we re going to simply use a probability distribution hence the initial value of 0 25 ,train
87,g4pD_taskc.txt,c,0,0,in vector space model the documents from which the information is to be retrieved are represented as vectors the term weighting indentifies the success or failure of the vector space method terms are basically the words or any indexing unit used to identify the contents of a text furthermore a term weighting scheme plays an important role for the similarity measure the similarity measures largely identify the retrieval efficiency of a particular information retrieval system  this largely depends on formulas where the formulas depend only on the frequencies within the document and they not depend on inter document frequencies the main components of the formulas are as follows binary binary formula gives every word that appears in a document equal relevance this can be useful when the number of times a word appears is not considered important term frequency this formula counts how many times the term occurs in a document the more times a term t occurs in document d the more likely it is that t is relevant to the document used alone favors common words and long documents this formula gives more credit to words that appears more frequently but often too much credit augmented normalized term frequency this formula tries to give credit to any word that appears and then give some additional credit to words that appear frequently logarithmic term frequency logarithms are a way to de emphasize the e ect of frequency literature proposes log and alternate log as the most used ,test
88,g4pD_taskd.txt,d,0,0,bayes theorem is a simple mathematical formula used for calculating conditional probabilities bayes theorem is a theorem of probability theory originally stated by the reverend thomas bayes it figures prominently in subjectivist or bayesian approaches to epistemology statistics and inductive logic it can be seen as a way of understanding how the probability that a theory is true is affected by a new piece of evidence it has been used in a wide variety of contexts ranging from marine biology to the development of bayesian spam blockers for email systems in the philosophy of science it has been used to try to clarify the relationship between theory and evidence many insights in the philosophy of science involving confirmation falsification the relation between science and pseudosience and other topics can be made more precise and sometimes extended or corrected by using bayes theorem subjectivists who maintain that rational belief is governed by the laws of probability lean heavily on conditional probabilities in their theories of evidence and their models of empirical learning bayes theorem is central to these enterprises both because it simplifies the calculation of conditional probabilities and because it clarifies significant features of subjectivist position indeed the theorem s central insight that a hypothesis is confirmed by any body of data that its truth renders probable is the cornerstone of all subjectivist methodology ,train
89,g4pD_taske.txt,e,1,1,dynamic programming is a method of providing solutions to potential problems exhibiting the properties of overlapping sub problems and optimal structure this is highly used in dynamic programming the advantage being the less time consumption in comparison to other amateur methods it has to be kept in mind that the term programming in the field has got nothing to do with computer programming at all on the other hand it is derived from the term mathematical programming which is a similar word used for optimization here by meaning that a program can be an optimal plan for the produced action the typical example could be of a finalized schedule of events at an exhibition this leads to the concept of programming being a helper in finding an acceptable plan of action which can also be termed as an algorithm the subproblems are themselves solved by dividing them into sub subproblems and so on until we reach some simple case that is solvable in constant time overlapping subproblems means that the same subproblems are used to solve many different larger problems example could be of fibonacci sequence f3  f1  f2 and f4  f2  f3 computing each number involves computing f2 because both f3 and f4 are needed to compute f5 a naive approach to computing f5 may end up computing f2 twice or more it means that whenever we encounter with overlapping subproblems a naive approach may waste to e recomputing optimal solutions to the already solved subproblems ,train
90,g4pE_taska.txt,a,1,1,object oriented programming is a style of programming that supports encapsulation inheritance and polymorphism inheritance means derived a new class from the base class  we can also say there are parents class and child classes in inheritance  inheritance was firstly derived in 1967 the child class has all the features of parents class or we can say the base class more over it may also include some additional features  inheritance is used for modification and implementation new features in computer programming language it is possible that child class has all the attributes of parents class but it is not possible that all the attributes of child class must have in base class or parent class i categorization in computer language also inheritance is a useful tool categorization define as a powerful feature it has been also used in generalisation and in human learning in some areas less information need to be stored generlisation also some time known as inheritance the main reason behind this is a hierarchi structure of objects and classes we can understand this mechanism by some examples like fruit is aq main class and mangoes apple orange is child classs of the main class so obviously inherit all the properties of fruit class ,train
91,g4pE_taskb.txt,b,2,1,pagerankalgorithm is also known as link analysis algorithm  it has been used by google the algorithm may be applied to any collection of entities with reciprocal quotations and hyperlinked set of documents such as the world wide web with the purpose of measuring references the name pagerank is a trademark of google and the pagerank process has been patented u s patent 6 285 999  the numerical weight that it assigns to any given element e is also called the pagerank of e and denoted by pr e  the name pagerank is a trademark of google and the pagerank process has been patented u s patent 6 285 999  however the patent is assigned to stanford university and not to google google has exclusive license rights on the patent from stanford university  in other words a pagerank results from a ballot among all the other pages on the world wide web about how important a page is a hyperlink to a page counts as a vote of support the pagerank of a page is defined recursively and depends on the number and pagerank metric of all pages that link to it  incoming links numerous academic papers concerning pagerank have been published since page and brin s original paper 4 in practice the pagerank concept has proven to be vulnerable to manipulation and extensive research has been devoted to identifying falsely inflated pagerank and ways to ignore links from documents with falsely inflated pagerank  ,train
92,g4pE_taskc.txt,c,3,1,the definition of term depends on the application typically terms are single words keywords or longer phrases if the words are chosen to be the terms the dimensionality of the vector is the number of words in the vocabulary a document is represented as a vector each dimensions corresponds to a separate terms if a term occurs in the document its value in the vector is non zero relevancy rankings of documents in a keyword search can be calculated using the assumptions of document similarities theory by comparing the deviation of angles between each document vector and the original query vector where the query is represented as same kind of vector as the documents limitation there is some limitation of vector space model models based on and extending the vector space model include  generalized vector space model  enhanced topic based vector space model 1  etvsm  extends the vector space model by removing the constraint that the term vectors be orthogonal in contrast to the generalized vector space model the enhanced topic based vector space model does not depend on concurrence based similarities between terms the enhancement of the enhanced topic based vector space model  compared to the not enhanced one is a proposal on how to derive term vectors from an ontology ,train
93,g4pE_taskd.txt,d,0,0, bayes theorem or bayes rule  or something called bayesian reasoning the bayesian conspiracy is a multinational interdisciplinary and shadowy group of scientists that controls publication grants tenure and the illicit traffic in grad students  the best way to be accepted into the bayesian conspiracy is to join the campus crusade for bayes in high school or college and gradually work your way up to the inner circles bayes theorem  let and be sets conditional probability requires that 1  where denotes intersection  and  and also that 2  therefore 3  now let 4  so is an event in and for  then 5 6  but this can be written 7  so this paper proposes a new measure called scaled inverse document frequency sidf which evaluates the conditional specificity of query terms over a subset s of d and without making any assumption about term independence s can be estimated from search results or searches or computed from inverted index data we have evaluated sidf values from commercial search engines by submitting queries relevant to the financial investment domain results compare favorably across search engines and queries our approach has practical applications for real world scenarios like in web mining homeland security and keyword driven marketing research scenarios  ,train
94,g4pE_taske.txt,e,0,0, dynamic programming is a method for efficiently solving a broad range of search and optimization problems which exhibit the characteristics of overlappling  dynamic programming design technique like divide and conquer method  the leading and most up to date textbook on the far ranging algorithmic methododogy of dynamic programming which can be used for optimal control the word programming in the name has nothing to do with writing computer programs mathematicians use the word to describe a set of rules which anyone can follow to solve a problem they do not have to be written in a computer language  dynamic programming was the brainchild of an american mathematician richard bellman who described the way of solving problems where you need to find the best decisions one after another in the forty odd years since this development the number of uses and applications of dynamic programming has increased enormously  for example in 1982 david kohler used dynamic programming to analyse the best way to play the game of darts  1 in recent years dynamic programming languages develope very fastly especially php and ruby there is no doubt that they have already became the first choice for many programmerers when developing web applications when you learn a new natural language and you start to use it you naturally you find yourself using new concepts and paradigms that enrich the use of the language you already know expect the same result with computer languages  ,test
95,orig_taska.txt,a,-1,-1,in object oriented programming inheritance is a way to form new classes instances of which are called objects using classes that have already been defined the inheritance concept was invented in 1967 for simula  the new classes known as derived classes take over or inherit attributes and behavior of the pre existing classes which are referred to as base classes or ancestor classes  it is intended to help reuse existing code with little or no modification  inheritance provides the support for representation by categorization in computer languages categorization is a powerful mechanism number of information processing crucial to human learning by means of generalization what is known about specific entities is applied to a wider group given a belongs relation can be established and cognitive economy less information needs to be stored about each specific entity only its particularities  inheritance is also sometimes called generalization because the is a relationships represent a hierarchy between classes of objects for instance a fruit is a generalization of apple  orange  mango and many others one can consider fruit to be an abstraction of apple orange etc conversely since apples are fruit i e  an apple is a fruit  apples may naturally inherit all the properties common to all fruit such as being a fleshy container for the seed of a plant  an advantage of inheritance is that modules with sufficiently similar interfaces can share a lot of code reducing the complexity of the program inheritance therefore has another view a dual called polymorphism which describes many pieces of code being controlled by shared control code inheritance is typically accomplished either by overriding replacing one or more methods exposed by ancestor or by adding new methods to those exposed by an ancestor  complex inheritance or inheritance used within a design that is not sufficiently mature may lead to the yo yo problem ,orig
96,orig_taskb.txt,b,-1,-1,pagerank is a link analysis algorithm used by the google internet search engine that assigns a numerical weighting to each element of a hyperlinked set of documents such as the world wide web with the purpose of measuring its relative importance within the set the algorithm may be applied to any collection of entities with reciprocal quotations and references the numerical weight that it assigns to any given element e is also called the pagerank of e and denoted by pr e  the name pagerank is a trademark of google and the pagerank process has been patented u s patent 6 285 999  however the patent is assigned to stanford university and not to google google has exclusive license rights on the patent from stanford university the university received 1 8 million shares in google in exchange for use of the patent the shares were sold in 2005 for 336 million google describes pagerank pagerank relies on the uniquely democratic nature of the web by using its vast link structure as an indicator of an individual page s value in essence google interprets a link from page a to page b as a vote by page a for page b but google looks at more than the sheer volume of votes or links a page receives it also analyzes the page that casts the vote votes cast by pages that are themselves important weigh more heavily and help to make other pages important in other words a pagerank results from a ballot among all the other pages on the world wide web about how important a page is a hyperlink to a page counts as a vote of support the pagerank of a page is defined recursively and depends on the number and pagerank metric of all pages that link to it  incoming links  a page that is linked to by many pages with high pagerank receives a high rank itself if there are no links to a web page there is no support for that page google assigns a numeric weighting from 0 10 for each webpage on the internet this pagerank denotes a site s importance in the eyes of google the pagerank is derived from a theoretical probability value on a logarithmic scale like the richter scale the pagerank of a particular page is roughly based upon the quantity of inbound links as well as the pagerank of the pages providing the links it is known that other factors e g relevance of search words on the page and actual visits to the page reported by the google toolbar also influence the pagerank in order to prevent manipulation spoofing and spamdexing google provides no specific details about how other factors influence pagerank numerous academic papers concerning pagerank have been published since page and brin s original paper in practice the pagerank concept has proven to be vulnerable to manipulation and extensive research has been devoted to identifying falsely inflated pagerank and ways to ignore links from documents with falsely inflated pagerank other link based ranking algorithms for web pages include the hits algorithm invented by jon kleinberg used by teoma and now ask com  the ibm clever project and the trustrank algorithm ,orig
97,orig_taskc.txt,c,-1,-1,vector space model or term vector model is an algebraic model for representing text documents and any objects in general as vectors of identifiers such as for example index terms it is used in information filtering information retrieval indexing and relevancy rankings its first use was in the smart information retrieval system a document is represented as a vector each dimension corresponds to a separate term if a term occurs in the document its value in the vector is non zero several different ways of computing these values also known as term weights have been developed one of the best known schemes is tf idf weighting see the example below  the definition of term depends on the application typically terms are single words keywords or longer phrases if the words are chosen to be the terms the dimensionality of the vector is the number of words in the vocabulary the number of distinct words occurring in the corpus  the vector space model has the following limitations 1 long documents are poorly represented because they have poor similarity values a small scalar product and a large dimensionality 2 search keywords must precisely match document terms word substrings might result in a false positive match 3 semantic sensitivity documents with similar context but different term vocabulary won t be associated resulting in a false negative match 4 the order in which the terms appear in the document is lost in the vector space representation ,orig
98,orig_taskd.txt,d,-1,-1,in probability theory bayes theorem often called bayes law after rev thomas bayes relates the conditional and marginal probabilities of two random events it is often used to compute posterior probabilities given observations for example a patient may be observed to have certain symptoms bayes theorem can be used to compute the probability that a proposed diagnosis is correct given that observation  see example 2 as a formal theorem bayes theorem is valid in all common interpretations of probability however it plays a central role in the debate around the foundations of statistics frequentist and bayesian interpretations disagree about the ways in which probabilities should be assigned in applications frequentists assign probabilities to random events according to their frequencies of occurrence or to subsets of populations as proportions of the whole while bayesians describe probabilities in terms of beliefs and degrees of uncertainty the articles on bayesian probability and frequentist probability discuss these debates in greater detail bayes theorem relates the conditional and marginal probabilities of events a and b where b has a non vanishing probability p a b frac p b  a  p a  p b  each term in bayes theorem has a conventional name  p a is the prior probability or marginal probability of a it is prior in the sense that it does not take into account any information about b  p a b is the conditional probability of a given b it is also called the posterior probability because it is derived from or depends upon the specified value of b  p b a is the conditional probability of b given a  p b is the prior or marginal probability of b and acts as a normalizing constant intuitively bayes theorem in this form describes the way in which one s beliefs about observing a are updated by having observed b  ,orig
99,orig_taske.txt,e,-1,-1,in mathematics and computer science dynamic programming is a method of solving problems that exhibit the properties of overlapping subproblems and optimal substructure described below  the method takes much less time than naive methods the term was originally used in the 1940s by richard bellman to describe the process of solving problems where one needs to find the best decisions one after another by 1953 he had refined this to the modern meaning the field was founded as a systems analysis and engineering topic that is recognized by the ieee bellman s contribution is remembered in the name of the bellman equation a central result of dynamic programming which restates an optimization problem in recursive form the word programming in dynamic programming has no particular connection to computer programming at all and instead comes from the term mathematical programming  a synonym for optimization thus the program is the optimal plan for action that is produced for instance a finalized schedule of events at an exhibition is sometimes called a program programming in this sense means finding an acceptable plan of action an algorithm optimal substructure means that optimal solutions of subproblems can be used to find the optimal solutions of the overall problem for example the shortest path to a goal from a vertex in a graph can be found by first computing the shortest path to the goal from all adjacent vertices and then using this to pick the best overall path as shown in figure 1 in general we can solve a problem with optimal substructure using a three step process 1 break the problem into smaller subproblems 2 solve these problems optimally using this three step process recursively 3 use these optimal solutions to construct an optimal solution for the original problem the subproblems are themselves solved by dividing them into sub subproblems and so on until we reach some simple case that is solvable in constant time figure 2 the subproblem graph for the fibonacci sequence that it is not a tree but a dag indicates overlapping subproblems to say that a problem has overlapping subproblems is to say that the same subproblems are used to solve many different larger problems for example in the fibonacci sequence f3  f1  f2 and f4  f2  f3  computing each number involves computing f2 because both f3 and f4 are needed to compute f5 a naive approach to computing f5 may end up computing f2 twice or more this applies whenever overlapping subproblems are present a naive approach may waste time recomputing optimal solutions to subproblems it has already solved in order to avoid this we instead save the solutions to problems we have already solved then if we need to solve the same problem later we can retrieve and reuse our already computed solution this approach is called memoization not memorization although this term also fits  if we are sure we won t need a particular solution anymore we can throw it away to save space in some cases we can even compute the solutions to subproblems we know that we ll need in advance ,orig
